dateKind,dateName,isHoliday,locdate,seq
01,신정,Y,20120101,1
01,설날,Y,20120122,1
01,설날,Y,20120123,1
01,설날,Y,20120124,1
01,삼일절,Y,20120301,1
01,국회의원선거일,Y,20120411,1
01,어린이날,Y,20120505,1
01,석가탄신일,Y,20120528,1
01,현충일,Y,20120606,1
01,광복절,Y,20120815,1
01,추석,Y,20120929,1
01,추석,Y,20120930,1
01,추석,Y,20121001,1
01,개천절,Y,20121003,1
01,대통령선거일,Y,20121219,1
01,기독탄신일,Y,20121225,1
