dateKind,dateName,isHoliday,locdate,seq,remarks
01,신정,Y,20130101,1,
01,설날,Y,20130209,1,
01,설날,Y,20130210,1,
01,설날,Y,20130211,1,
01,삼일절,Y,20130301,1,
01,어린이 날,Y,20130505,1,
01,석가탄신일,Y,20130517,1,
01,현충일,Y,20130606,1,
01,제헌절,N,20130717,1,국경일(2005. 12. 29. 법률 7771호)이지만 관공서의 공휴일(2006. 09. 06. 대통령령 19674호)이 아님.
01,광복절,Y,20130815,1,
01,추석,Y,20130918,1,
01,추석,Y,20130919,1,
01,추석,Y,20130920,1,
01,개천절,Y,20131003,1,
01,한글날,Y,20131009,1,
01,기독탄신일,Y,20131225,1,
